#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
721248	253725	28952	128984	118780	RP11-175I17.5	JM1	FAM21C	CCDC22	FAM21A|VPEF	CXorf37	Affinity Capture-Western	physical	Harbour ME (2012)	PUBMED:22070227	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4E1	A8K5W5|B3KMC4	NP_001354338|NP_001354339|NP_001354330|NP_001354331|NP_001354332|NP_001354333|NP_001354334|NP_001354335|NP_001354336|NP_001354337|NP_001317003|NP_056077|NP_001354341|NP_001354345|NP_001354322|NP_001354329|NP_001354328|NP_001354340|NP_001354323|NP_001354344|NP_001354327|NP_001354326|NP_001354325|NP_001354324|NP_001354343|NP_001354342|NP_001162577|NP_001162578	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217048	170622	28952	128071	118780	RP11-173B14.2	JM1	COMMD6	CCDC22	Acrg	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999999	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999999, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q7Z4G1	B0QZ40	NP_001274322|NP_987091|NP_001274323|NP_987093|NP_001274321	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217081	150684	28952	127317	118780	-	JM1	COMMD1	CCDC22	C2orf5|MURR1	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999999	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999999, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q8N668	-	NP_689729	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217157	28952	8898	118780	114415	JM1	-	CCDC22	MTMR2	CXorf37	CMT4B|CMT4B1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999998	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999998, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q13614	A0A024R3B7	NP_001230500|NP_958438|NP_958435|NP_057240	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217544	28952	54939	118780	120279	JM1	-	CCDC22	COMMD4	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999991	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999991, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9H0A8	H3BQF2	NP_060298|NP_001308773|NP_001308775|NP_001308774|NP_001308777|NP_001308776|NP_001271308|NP_001271307|NP_001271306	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217909	28952	26276	118780	117659	JM1	-	CCDC22	VPS33B	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999974	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999974, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9H267	F5H008|B7Z1N4	NP_001276077|NP_001276078|NP_061138	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220955	28952	63894	118780	121974	JM1	-	CCDC22	VIPAS39	CXorf37	C14orf133|SPE-39|SPE39|VIPAR|VPS16B|hSPE-39	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999998229	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999998229, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9H9C1	B4DMB7|Q6IA61	NP_071350|NP_001180246|NP_001180245|NP_001180244|NP_001180243	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221242	28952	28991	118780	118812	JM1	HT002	CCDC22	COMMD5	CXorf37	HCARG	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999997695	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999997695, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9GZQ3	-	NP_054785|NP_001074472|NP_001274166|NP_001074473	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221497	28952	29099	118780	118867	JM1	HSPC166	CCDC22	COMMD9	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999997086	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999997086, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9P000	Q53FR9	NP_001095123|NP_001294866|NP_054905	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221517	54951	28952	120289	118780	MDS022	JM1	COMMD8	CCDC22	-	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999997034	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999997034, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9NX08	-	NP_060315|NP_001316597	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221921	28952	149951	118780	127250	JM1	RP11-503P21.3	CCDC22	COMMD7	CXorf37	C20orf92|dJ1085F17.3	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999995875	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999995875, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q86VX2	-	NP_444269|NP_001092809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2222046	28952	57020	118780	121329	JM1	101F10.2	CCDC22	C16orf62	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999995455	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999995455, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q7Z3J2	E7EWW0|B3KT69|F5H7K1	NP_001287672|NP_064710	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2222222	28952	54520	118780	120013	JM1	-	CCDC22	CCDC93	CXorf37	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999994738	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999994738, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q567U6	-	NP_061917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2227130	51699	28952	119683	118780	DC7	JM1	VPS29	CCDC22	DC15|PEP11	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99987835	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99987835, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9UBQ0	F8VXU5	NP_001269080|NP_057310|NP_001269079|NP_476528	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2232128	147166	28952	127041	118780	-	JM1	TRIM16L	CCDC22	TRIM70	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999057555	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999057555, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q309B1	-	NP_001032407	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2232780	84643	28952	124167	118780	-	JM1	KIF2B	CCDC22	-	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.998815971	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.998815971, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q8N4N8	-	NP_115948	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2233576	28952	55269	118780	120558	JM1	RP11-523H24.2	CCDC22	PSPC1	CXorf37	PSP1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.998474832	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.998474832, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8WXF1	B4DWI8	NP_001350589|NP_001341837|NP_001341838|NP_001035879	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2235206	28952	653269	118780	575653	JM1	-	CCDC22	POTEI	CXorf37	POTE2beta	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.997523151	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.997523151, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	P0CG38	-	NP_001358855|NP_001264335	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2238905	5713	28952	111685	118780	-	JM1	PSMD7	CCDC22	MOV34|P40|Rpn8|S12	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.993837918	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.993837918, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P51665	-	NP_002802	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2239521	28952	10152	118780	115454	JM1	-	CCDC22	ABI2	CXorf37	ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.992946465	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.992946465, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NYB9	F8WAL6|E9PEZ7|B7Z836	NP_001362652|NP_001362653|NP_001362650|NP_001362651|NP_001362656|NP_001362657|NP_001362654|NP_001362655|NP_001362658|NP_001362659|NP_001362648|NP_001362646|NP_001362641|NP_001362640|NP_001362643|NP_001362638|NP_001362639|NP_001362631|NP_001362633|NP_001362635|NP_001362636|NP_001362637|NP_001269861|NP_001362628|NP_001362622|NP_001362621|NP_001362620|NP_001362627|NP_001362625|NP_001362624|NP_001269856|NP_001269854|NP_001269855|NP_001362616|NP_001362617|NP_001362614|NP_001362615|NP_001362612|NP_001362613|NP_001362610|NP_001362611|NP_001362618|NP_001362619|NP_001362599|NP_001362598|NP_001362595|NP_001362594|NP_001362597|NP_001362596|NP_001362591|NP_001362593|NP_001362592|NP_001362601|NP_001362600|NP_001362603|NP_001362602|NP_001362605|NP_001362604|NP_001362607|NP_001362606|NP_001362609|NP_001362608|NP_005750|NP_001362681|NP_001362680|NP_001362683|NP_001362682|NP_001362684|NP_001362674|NP_001362675|NP_001362676|NP_001362677|NP_001362670|NP_001362671|NP_001362672|NP_001362673|NP_001362678|NP_001362679|NP_001362667|NP_001362666|NP_001362665|NP_001362664|NP_001362663|NP_001362662|NP_001362661|NP_001362660|NP_001362669|NP_001362668	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2241226	28952	10006	118780	115324	JM1	RP13-16H11.4	CCDC22	ABI1	CXorf37	ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.989940938	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.989940938, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q8IZP0	B6VEX5|B6VEX3|B6VEX4	NP_001012768|NP_001012769|NP_001012770|NP_001334958|NP_001334959|NP_001171596|NP_001171595|NP_001171587|NP_001171593|NP_001171592|NP_001171591|NP_001171590|NP_001334963|NP_001334962|NP_001334961|NP_001334960|NP_005461|NP_001171594	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2243857	83648	28952	123710	118780	-	JM1	FAM167A	CCDC22	C8orf13|D8S265	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.983711905	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.983711905, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96KS9	-	NP_444509	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2244961	4253	28952	110409	118780	-	JM1	CTAGE5	CCDC22	MEA6|MGEA|MGEA11|MGEA6	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.980170642	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.980170642, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O15320	Q4G155|Q59FD2	NP_005921|NP_001341066|NP_001341067|NP_001234917|NP_001234919|NP_001234918|NP_001341068|NP_001341069|NP_976231|NP_976230|NP_001341084|NP_001341080|NP_001341081|NP_001341083|NP_001341071|NP_001341070|NP_001341073|NP_001341072|NP_001341075|NP_001341074|NP_001341077|NP_001341079|NP_001316143|NP_976229	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2245296	115948	28952	125463	118780	-	JM1	CCDC151	CCDC22	CILD30	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.979062061	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.979062061, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	A5D8V7	B3KPH7|K7EN59	NP_659482|NP_001289383|NP_001289382	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2256301	28952	10615	118780	115861	JM1	-	CCDC22	SPAG5	CXorf37	DEEPEST|MAP126|hMAP126	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.920852467	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.920852467, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q96R06	-	NP_006452	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2256768	57511	28952	121575	118780	RP11-304M3.3	JM1	COG6	CCDC22	CDG2L|COD2|SHNS	CXorf37	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.91711475	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.91711475, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9Y2V7	A0A024RDW5	NP_001138551|NP_065802	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2259350	28952	4841	118780	110904	JM1	-	CCDC22	NONO	CXorf37	NMT55|NRB54|P54|P54NRB|PPP1R114	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.895691937	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.895691937, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q15233	-	NP_001138882|NP_001138880|NP_001138881|NP_031389	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2263312	28952	11130	118780	116303	JM1	-	CCDC22	ZWINT	CXorf37	HZwint-1|KNTC2AP|ZWINT1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.858334208	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.858334208, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	O95229	-	NP_008988|NP_127490|NP_001005413	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2266924	28952	57448	118780	121521	JM1	-	CCDC22	BIRC6	CXorf37	APOLLON|BRUCE	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.819821362	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.819821362, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q9NR09	-	NP_057336|NP_001365054	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2271309	28952	26999	118780	117945	JM1	-	CCDC22	CYFIP2	CXorf37	PIR121	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.768876635	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.768876635, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O60826	A0A024QZ03	NP_054727	Q96F07	B7Z8N7|E7EVJ5	NP_001032410|NP_001278650|NP_001278651|NP_001032409|NP_055191	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2377555	7706	28952	113500	118780	-	JM1	TRIM25	CCDC22	EFP|RNF147|Z147|ZNF147	CXorf37	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	O60826	A0A024QZ03	NP_054727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
